scrapedAt,page,postUrl,timestampText,exactDate,reactions,reactionsBreakdown,comments,shares,text
2026-08-12T09:02:08.723042+00:00,yutinghaosfinance,https://www.facebook.com/yutinghaosfinance/videos/1422183363058850/?__cft__[0]=AZa5gvukKA53AzFPolVyk7y7sw-YMVAQJjhNzEvOfWVXn7LLrZZHYyeMg1ORghOCugFuEUGY0y6HwGlo_rOx2B14FrYGImwOC29Yv5dcQLWRqEjo7iL8sLOXPh8eQeQeJDlnUTos3YTBzvOUtLRnOSnjxcig8XVmKVQbI7uVl2Pu3TnBJSPlYrlYnLAYnhRuW6aDxprAmycRKb5n_rB2uDao,,,0,,,,"2026/8/12(三)GPU金融化狂潮 2008正在重演？兆元商機還是下一場危機？【早晨財經速解讀】
……
 
查看更多"
2026-08-12T09:02:08.723042+00:00,yutinghaosfinance,https://www.facebook.com/yutinghaosfinance/posts/pfbid0344jgRvVZ8Fh6cMj1LXS7aNGa2CttGwSgqYXaQ4C5kTPSm832vTfoM8ft6ux6V6wkl?comment_id=1802834000860045,18小時,2026年8月11日 星期二下午10:10,0,,,,"美日7月底罕見聯手干預匯市，日圓一度從每美元約164日圓，急升到155日圓，但好景不長，最新又貶回約159.3日圓，等於把干預帶來的升幅吐回一半。…… 
查看更多"
2026-08-12T09:02:08.723042+00:00,yutinghaosfinance,https://www.facebook.com/yutinghaosfinance/posts/pfbid02P5DKsqoUcByRzJewSycfKKwDCcyYAeRLhZR8bzMEP53RC3wW3UUJybeZXFD1zHpEl?comment_id=1576518577447111,18小時,2026年8月11日 星期二下午10:10,0,,,,"香港把發展重心往北移。港府正在推動近年最大規模的城市改造北部都會區，準備把過去以魚塘、村落與棕地為主的新界北部，改造成商業、專業服務、科技與生態旅遊四大產業聚落。…… 
查看更多"
2026-08-12T09:02:08.723042+00:00,yutinghaosfinance,https://www.facebook.com/yutinghaosfinance/posts/pfbid0bDqZCgFXt3CHRYCo2Qg8VJmZxoQNsqFRjTYneHJYqEYTX4Uweb8fyrv6ZEYQRqvkl?comment_id=4597668233713349,6小時,2026年8月11日 星期二下午10:08,0,,,,"美升歐降。歐洲經濟曾經比美國大三成，現在卻只剩美國七成，2008年其實是歐洲經濟實力的高峰，當時歐盟名目GDP約 19.3兆美元，美國只有 14.8兆美元，歐盟經濟規模相當於美國的 130.5%。…… 
查看更多"
2026-08-12T09:02:08.723042+00:00,yutinghaosfinance,https://www.facebook.com/yutinghaosfinance/posts/pfbid05gSWP2DQh87tcoWWYMv4jgAn2FqKSdRtnepxvb85Vt3nuBb42KVJZDeVVzd8dpvyl?comment_id=1605426371142640,17小時,2026年8月11日 星期二下午10:01,0,,,,"十年前，台股ETF市場交易主力，多是中國相關槓桿與反向ETF，像富邦上證正2、元大滬深300正2等；但近年主角已經換成0050元大台灣50、0056元大高股息與00919群益台灣精選高息，投資人的偏好逐漸從短線押注中國股市，轉向台股市值型與高股息ETF。…… 
查看更多"
2026-08-12T09:02:08.723042+00:00,yutinghaosfinance,https://www.facebook.com/yutinghaosfinance/posts/pfbid0oqDbqwiDAxbmnADDs8bGx54DWxPRmtwXiUkW6vUJoeGGk2TNJu4tCa4q6pSNcZxvl?__cft__[0]=AZbd4tt7A_1HlDaW_SqFrj2rceO4QZnzzRG4zKrQjbIYVsYKpmJKiAENlUI-Y0a92lAy5D6Fm48828rqaDC_yxBLXdLFnC1OcH_SduoGtWTJ01W8nhjT2u4U13eencTftVI57MNkACK-1Wbod-yNfzduovMLxs63yAxdCSmav5PhzZfFW5Ny9dNypaOq_0VR-FA,,2026年8月11日 星期二下午10:01,0,,,,"現在上市成交金額低於一兆都算量縮。台灣資本市場規模快速膨脹，2025年上市櫃證券成交金額達160.4兆元，連續兩年站上150兆元。其中上市市場成交101.1兆元，首度突破百兆元，較2016年的18.9兆元暴增4.3倍。…… 
查看更多"
2026-08-12T09:02:08.723042+00:00,yutinghaosfinance,https://www.facebook.com/yutinghaosfinance/posts/pfbid05vXcmAaLTAuAJM8kiAcJ2i5jfuEa5aVy4ScNz1Kve1nEnVthFq2CELevXJAnQ9Zol?comment_id=1053159733861393,8小時,2026年8月11日 星期二下午9:56,0,,,,"記憶體浪潮來臨，部分SK海力士與三星基層員工，今年預計可領到至少 40萬美元獎金，連帶推升東灘等科技聚落房價。…… 
查看更多"
2026-08-12T09:02:08.723042+00:00,yutinghaosfinance,https://www.facebook.com/yutinghaosfinance/posts/pfbid02MzJqP75HsM77F7xz99ymz32vZBW1NGtW4xWvhWa6k3cciDfdKNaBgYHoeoyPmXFhl?comment_id=1063314473111277,18小時,2026年8月11日 星期二下午9:56,0,,,,"德國車在中國兵敗如山倒。賓士CLA半年只賣1,153輛、小米SU7卻賣破8萬輛。…… 
查看更多"
2026-08-12T09:02:08.723042+00:00,yutinghaosfinance,https://www.facebook.com/yutinghaosfinance/posts/pfbid02gW4Z7jdRbgo6zg71gLeQQHeWE6oJfDoVWd2Rngx5NhvE3LuZUFHJn7naBFyzha1Ul?comment_id=1813281832989560,18小時,2026年8月11日 星期二下午9:46,0,,,,"AI愈強大，安全團隊卻接連換人。OpenAI的AI倫理主管克蘿伊巴卡拉，加入不到一年就已離職，她去年8月加入、今年7月離開，過去曾任Meta首席倫理學家長達6年，也曾在倫敦大學學院、普林斯頓大學等校任職。…… 
查看更多"
2026-08-12T09:02:08.723042+00:00,yutinghaosfinance,https://www.facebook.com/yutinghaosfinance/posts/pfbid02YEQoqcqGCQhSt6DGDBSTXNeCRTLMU53NFcqFcMLPyEEHU9ochkTtUjV5FNBQ6iXSl?comment_id=1825972465086439,19小時,2026年8月11日 星期二下午9:46,0,,,,"AI這波資本支出對美國經濟的拉動，規模已經是歷史級別，比較幾次重大基礎建設週期占GDP的投資高峰，1836至1841年的運河約0.6%、1870至1890年的鐵路約2.2%、1905至1925年的電氣化約0.5%、1956至1973年的高速公路約1.1%、1996至2003年的電信與光纖約1.1%。…… 
查看更多"
2026-08-12T09:02:08.723042+00:00,yutinghaosfinance,https://www.facebook.com/yutinghaosfinance/posts/pfbid02fUsT58CgG3Hwu9sSdSVkCC1af1MCuVRH3SaX6jayYa369s3k1RUioccqCyUxyqsil?comment_id=981140491605684,15小時,2026年8月11日 星期二下午9:42,0,,,,"疫情後，美國國債利息五年暴增200%，也就是接近原本的3倍，而且仍以非常快的速度上升，這代表就算政府，沒有立刻增加新的大型支出，只要高利率維持、舊債持續到期後用更高利率再融資，利息負擔就會自己往上滾。…… 
查看更多"
2026-08-12T09:02:08.723042+00:00,yutinghaosfinance,https://www.facebook.com/yutinghaosfinance/posts/pfbid02RY4SavzgvAN33eW4vQWvMdgHMx9ygBSRbkEG5NVsPS51L3MJr3XmRbjZ1QUqWtSbl?comment_id=4586729824915936,18小時,2026年8月11日 星期二下午9:42,0,,,,"台灣近年經濟爆發，平均月薪逼近4.9萬元，不過有超過7成人領不到。主計總處公布，2026年上半年台灣每月經常性薪資，平均為4萬8,981元，年增2.88%，但領不到這個平均值的人，比例卻首次超過7成，創2020年有統計以來新高。…… 
查看更多"
2026-08-12T09:02:08.723042+00:00,yutinghaosfinance,https://www.facebook.com/yutinghaosfinance/posts/pfbid0cjruk2Zt9Q1845HsjX94AinF6gkYQk1ESweM9sciqSRsTjCfGE38F9fjx39kiubcl?comment_id=1367119598308890,16小時,2026年8月11日 星期二下午9:37,0,,,,"香港準備祭出金融大減稅，連華爾街頂級交易員都想搶過來，新制度準備把更多投資收益，納入績效分成的優惠課稅範圍。…… 
查看更多"
