scrapedAt,page,postUrl,timestampText,exactDate,reactions,reactionsBreakdown,comments,shares,text
2026-08-12T08:50:25.159167+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02y2vi9ACegYPTWPKw5qVGUCWxNo7VEpu3tWykkVDcTTYaaQUuqfJwjHNAZgnNico6l?__tn__=%2CO,,2022年3月2日 星期三下午4:11,0,,,,"【集邦聲明】針對近期冒名從事投資顧問等服務，與假冒本公司名義進行人力招募事件，
#TrendForce
 籲勿輕信以免上當受騙。"
2026-08-12T08:50:25.159167+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02f4JEWHkHY6DKUpWdjyrFR4JT3Hz5UvvPvZ9VHqHc28SAVqhJrqJ2TtwGc3EZu4Njl?comment_id=2308255239963294,1小時,2022年3月2日 星期三下午4:11,0,,,,"【512Gb TLC Wafer現貨價漲近5%，惟NAND交易量能仍清淡】
……
 
查看更多"
2026-08-12T08:50:25.159167+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid037etccyNtm2nnx4Yyvdwp85tKkL5F5DfuwUssNGfgXnWdRjtPt2sGnuUBfCN7NupHl?comment_id=2545821239219118,1小時,2026年8月12日 星期三下午2:30,0,,,,"【DRAM現貨買氣疲弱、價格缺共識；DDR4主流晶片上漲0.93%】…… 
查看更多"
2026-08-12T08:50:25.159167+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid04MSt4uVCMNQ5m5bRg9JotqJhnvNSyMT8zKLsBGgxhZ7UGXtGSJ2TVJ39AsfZW5Adl?__cft__[0]=AZYmWYnNUpK_DcNG_NWF6QZPl2GK0JBbTdbix8jGMXNj8P2iAXu9HDX8l6A1uyDRJ6_URFCQYKg0JR6bh5zsdoM5Uj-OznhjHWRnCJnSVxjJjbKfixbRjW75TCb9KCw9DjLXoXsFaLrAHDEceqQj3J1-Hp9b4Mjv64RgtW2NYBW7s3GgGKvZfKdA_PL5PzUYs84,,2026年8月12日 星期三下午2:30,0,,,,"#Starlink
 V3 衛星邁入規模部署，極低延遲寬頻與手機直連服務加速落地。星艦運載成本降至數百萬美元，將如何改寫衛星產業供應鏈布局？TrendForce 分析 全球衛星火箭發射市場規模將持續擴大：
https://www.trendforce.com.tw/....../20260811-13173.html"
2026-08-12T08:50:25.159167+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0yXkzftMKCm395cDJ4VJv6JTQdLnaNd9zu81dsBTG9EGsRbMYssRfPfGCdC6esiD6l?__cft__[0]=AZZCmlGLgmXJiwAfVr1DA0nCF8JiveLmJhNwBdrGUPJCspwo3qAks7ZZyvn4IucY0HGks2q-mwFvua-47VnckPYhra6NS4XhcKHsYP0PBkKmg7DSjxClYI7ulXhpK1hGHp1r7BSMXp-pv-5DSaP0xCN8sGrjYzSIqnzLHf3oxv6To-NsI1SKq5muxJ3qo1KKy_k,,2026年8月11日 星期二下午5:51,0,,,,"記憶體漲價衝擊 iPhone 18 Pro 成本！256GB 機型 BOM cost 預估年增約 38%，記憶體成本占比更將在 2027 年上半年突破 40%。
 
#TrendForce
 解析 Apple 與 Android 陣營在毛利與售價間策略：
https://buff.ly/eWWHqsQ"
2026-08-12T08:50:25.159167+00:00,TrendForce.tw,https://www.facebook.com/reel/1610145537493031/?__cft__[0]=AZb5lhxcZGyPMesB4tPVuU9-ODuCzptDujajlCpZBbM1lJiiAOehTtPSrke2gSaiOtH_pv4okaU_KH3gKWIrx0GQJAAIKy-bIZql8PNoTCWMZgPtFE5gT_pQsPaustfo9T7Ft-zKyVSDG5Cvz9lnf7J6dqinrrBl9rtECFuTS4CXtgTuKMrrLcIMgouNUZ3qytkcyama0sBqm8JScgB0FgU9,,2026年8月9日 星期日下午3:00,0,,,,"三星發表最新AI記憶體藍圖，zHBM、400層NAND新技術曝光。
 新聞來源：
https://buff.ly/PWiIP8p"
2026-08-12T08:50:25.159167+00:00,TrendForce.tw,https://www.facebook.com/reel/1053852843958450/?__cft__[0]=AZZs-WLGY2qud9ESvvxtSzCRARZf3UkYEZndUk--HQsDi4UQs4a0xEQzV1kyrjzNbMb1zLHEYh2Lh0KkWjqrW0ZCXQjTi0LtwDHuF7D0aNtRbGEAKyJip0w731LtKwqQlO_hJmeclPTeka5jiu-VjsGHMDPZ2AoWXD_EAoLd_m98qQUNYtDI4X0FF0aMviUoxkV4mLgWPIUe4N7gfINkg7F-,,2026年8月9日 星期日下午3:00,0,,,,"SanDisk 與 SK 海力士發布面向 AI 系統的 HBF 規範。
 新聞來源：
https://buff.ly/PcG8YG4"
2026-08-12T08:50:25.159167+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02WJgxfXNvKHkqsSSa7CHk2HFjb7kumVw5hYqnJ2ji6izyFhB9jMZXZHkePC7qesTnl?__cft__[0]=AZZuzGvjNVXvCClxU8fZpTzmV2tT3rkyfbNMVbEgBO12P9aii-R0gSP2EIq8KrARjvYLbJtzReGO5G7J1ICqYYh2g634IHNVcnKK3YVOgDiFAch-IfkrCxlt2tBrLJS4mJKauWqpR328-mjxKL1xcDuImwDAQsAhaeBvX0qqxD4sJJb23qOaiQyDs0QFIGtppyk,,2026年8月8日 星期六下午3:00,0,,,,"「T-bill and chill」把長債壓力往後推，若 2027 財年真的需要增發附息國債，供給可能集中釋出，市場接得住嗎？
 
https://buff.ly/At8hY5Z
…… 
查看更多"
2026-08-12T08:50:25.159167+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0bjm86D3nFj73AuV4o1GpUbrSv6XUg7ArpwKZBhUwQF8PadcqWJK5HHAbFWn4gqy5l?__cft__[0]=AZY6mA6p6kLoearoMjfj-QVA60fsl3Zcy8Wk2h-q7lrPxB_HPJWI8o9f_5tWefE90yjj518hBzVLa1tMZuMiWphe4XCrFoAzVViLQ_LOmTL7mN-8GfQEvVZ-P9Cd_-qCW7wEOs3pw5NfUGhiQRE_l7pffF-M6gjQ4IqNnzlhe_UE4EGZgjOXbVwKl_IDBgDiBUo,,2026年8月6日 星期四下午7:00,0,,,,"巴西利息支出近占 GDP 九成名目赤字，即使央行持續降息，初級收支若不收斂，高債務循環仍難鬆動
 
https://datatrack.trendforce.com.tw/....../brazils......
…… 
查看更多"
2026-08-12T08:50:25.159167+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0tKaJT6zvQTr53WJpxePAw1QutdUUBBreUK5NDmkJymBCDHXnkL3EiHwDRJmGvcWfl?__cft__[0]=AZZmidW3jRh6stKnQXIsngf_KMFkT_egAUBCLzCswxq9XumcWCBTW7wT9SY1ExuJUswHYUC1-Ln6Mwuawq0Yjv24g68ds8L41sIav_0Yl6SkF-Ng3zMnaGv5I_vibekjhzmZg4UNzG53VRMasZqO3xxva_jAJNAilWEWOSORogkAgkC7lVe8zs_rnEuszX99FGQ,,2026年8月6日 星期四下午7:00,0,,,,"晶片出口撐起南韓升息空間，卻也把房價、家庭槓桿一起推高，核心通膨仍在升，利率還會再升嗎？
 
https://buff.ly/hEtJp5h
…… 
查看更多"
2026-08-12T08:50:25.159167+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid02R3LaLs94bNwPCL3VUr3fPDDAa3jHvatGss3fUmriDkU9utBHxr9QveXYkEZqPSqyl?__cft__[0]=AZbwoCCHrfJKB0nPVAP4z2NyUqStPmMmjeM6XTY1peEhuG0SzYCIdQRjl-I6k5GvydoNsv8T9MVu1tvm0skzqRSbXh6Le1l3v8tyayOlCBwKDq1x0x4ziRoLT7LsE7esjRC1vSB2swAhgOd1la9oVvSP1eaOoSRUub2-dkM9u3rLL0JmkeVMNwlhJIlENUfsxd6qgO_HqGZt1VaQV1cohh9N,,2026年8月6日 星期四下午5:03,0,,,,"美國 8.74 億美元晶片法案新資金，不再建晶圓廠，轉攻 AI 運算供應鏈關鍵技術，深入了解
 
https://img.trendforce.com/....../20260805_USA_U.S......
…… 
查看更多"
2026-08-12T08:50:25.159167+00:00,TrendForce.tw,,,,0,,,,"新加坡製造業靠 AI 半導體交出強勁季報，整體 GDP 照漲，薪資增速卻悄悄降溫，了解詳情
 
https://datatrack.trendforce.com.tw/....../ai-related......
…… 
查看更多"
2026-08-12T08:50:25.159167+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0f7MehBn8xpuqU9rRnzGUTSPi4cwt6JVF9jNrJJLJ7ajeRubnTyz48wM1cLhHnVtTl?__cft__[0]=AZYH5GxR6M55Sc43lszTbP663z5RSBSk_TLhx3HcNyKUxFnna3gkMZwoYSTEOJ6m_5iriR7PBy6rBYA69zYkXDdPHQTj_wlHdSjl3xttOheLHQtP8sNwVpWYkPar0Kne-pbx3AtgOKUz3_wFX9E8Y8d_3MG3VPLSPmHctvXy2u5pAr3lNSs2w0DkSMjWFXJdQpo,,2026年8月5日 星期三下午4:55,0,,,,"美國 FCC 擬管制中國製光收發模組，但 AI 資料中心短期仍難與中國供應鏈脫鉤！磷化銦雷射、封裝測試產能高度仰賴中國，禁令若快速上路恐引發全球缺貨。
 
#TrendForce
 分析政策變數與供應鏈風險：
https://buff.ly/ZvDRwvb"
2026-08-12T08:50:25.159167+00:00,TrendForce.tw,https://www.facebook.com/TrendForce.tw/posts/pfbid0uEKiLzY4ot3Yn1rz1BJiXDGNAgKY6ABezqrqc74W6H2zSBhBMsLSETRs3kXrtFNGl?__cft__[0]=AZYu5vOQV0pE33YPV4r9KKA_zrvTE40r3itRfP0hXm2eeDBGSRiqT3LYD0-T1npWw2rxZPrmrY_s274woTB24-w728PdPsNlYih-1-ou1Tb2QaUGBROO-tcnKu6doO5W8sAm5RgCySi3BNNDDyBDbIPiwVIWBNMmc_yBQXjzpPNNjzLby-AnIOqVg3h2qFnlEWw,,2026年8月5日 星期三下午4:55,0,,,,"【512Gb TLC Wafer上漲4.55%，惟NAND反彈仍缺乏買盤支撐】…… 
查看更多"
